"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Discovering Group/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag","Discovery Mag Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"44704","AT 2019psg","02:43:51.600","-58:17:32.21","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dyu","Gaia - Gaia-photometric","","1","1","","18.95","G-Gaia","2019-09-05 07:20:38","Gaia_Bot1","",""
"44705","AT 2019psh","21:31:31.400","-50:16:22.01","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dyv","Gaia - Gaia-photometric","","1","1","","18.81","G-Gaia","2019-09-05 08:06:43","Gaia_Bot1","",""
"44706","AT 2019psi","18:39:56.420","-04:33:45.00","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dyw","Gaia - Gaia-photometric","","1","1","","15.19","G-Gaia","2019-09-07 03:04:19","Gaia_Bot1","",""
"44707","AT 2019psj","18:49:56.510","-07:51:29.30","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dyy","Gaia - Gaia-photometric","","1","1","","18","G-Gaia","2019-09-06 22:46:33","Gaia_Bot1","",""
"44708","AT 2019psk","04:54:26.083","+10:06:49.96","","","","","ZTF, ATLAS","","ATLAS; ZTF","ZTF19abwsbhn","P48 - ZTF-Cam, ATLAS1 - ACAM1","","1","1","","19.5","g-ZTF","2019-09-06 10:56:05","ZTF_AMPEL_COMPLETE","",""
"44709","AT 2019psl","22:08:50.627","-07:37:09.25","","","","","Pan-STARRS1","","Pan-STARRS1","PS19faa","PS1 - GPC1","","1","1","","20.36","w-PS1","2019-09-06 09:51:50","PS1_Bot1","",""
"44710","AT 2019psm","01:25:08.967","+03:35:22.25","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fab","PS1 - GPC1","","1","1","","19.5","w-PS1","2019-09-06 13:12:00","PS1_Bot1","",""
"44711","AT 2019psn","01:12:54.194","+04:22:15.87","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fad","PS1 - GPC1","","1","1","","21.29","w-PS1","2019-09-06 13:09:07","PS1_Bot1","",""
"44712","AT 2019pso","23:19:19.280","+04:35:22.74","","","","","Pan-STARRS1, ATLAS","","ATLAS; Pan-STARRS1","PS19fae","PS1 - GPC1, ATLAS1 - ACAM1","","1","1","","18.91","w-PS1","2019-09-07 11:21:07","PS1_Bot1","",""
"44713","AT 2019psp","01:05:46.267","+04:37:30.15","","","","","Pan-STARRS1","","Pan-STARRS1","PS19faf","PS1 - GPC1","","1","1","","21.09","w-PS1","2019-09-06 13:06:14","PS1_Bot1","",""
"44714","AT 2019psq","00:35:45.632","+22:16:43.23","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fag","PS1 - GPC1","","1","1","","21.49","w-PS1","2019-09-04 13:49:26","PS1_Bot1","",""
"44715","AT 2019psr","00:46:08.308","+19:31:16.39","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fah","PS1 - GPC1","","1","1","","19.7","w-PS1","2019-09-04 13:50:52","PS1_Bot1","",""
"44716","AT 2019pss","23:11:14.257","-02:38:47.09","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fai","PS1 - GPC1","","1","1","","21.27","w-PS1","2019-09-06 10:55:12","PS1_Bot1","",""
"44717","AT 2019pst","00:24:25.696","+09:39:01.96","","","","","Pan-STARRS1","","Pan-STARRS1","PS19faj","PS1 - GPC1","","1","1","","21.24","w-PS1","2019-08-31 13:42:14","PS1_Bot1","",""
"44718","AT 2019psu","23:56:12.904","-03:43:10.81","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fak","PS1 - GPC1","","1","1","","21.29","w-PS1","2019-09-06 11:08:09","PS1_Bot1","",""
"44719","AT 2019psv","00:32:19.093","+07:44:08.50","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fal","PS1 - GPC1","","1","1","","20.62","w-PS1","2019-08-31 13:43:40","PS1_Bot1","",""
"44720","AT 2019psw","01:44:46.538","+00:16:23.55","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fam","PS1 - GPC1","","1","1","","20.68","i-Sloan","2019-08-24 13:06:14","PS1_Bot1","",""
"44721","AT 2019psx","00:57:37.713","-08:00:13.58","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fan","PS1 - GPC1","","1","1","","20.31","i-Sloan","2019-08-24 12:46:04","PS1_Bot1","",""
"44722","AT 2019psy","00:44:38.566","+13:26:11.06","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fao","PS1 - GPC1","","1","1","","20.71","w-PS1","2019-08-31 13:49:26","PS1_Bot1","",""
"44723","AT 2019psz","00:28:47.908","+11:50:26.73","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fap","PS1 - GPC1","","1","1","","21.99","w-PS1","2019-08-31 13:43:40","PS1_Bot1","",""
"44724","AT 2019pta","07:46:43.646","+33:11:52.04","","","2MASX J07464366+3311522","0.062254","ALeRCE","","ALeRCE","ZTF19abxvxkn","P48 - ZTF-Cam","","1","1","","19.8272","r-ZTF","2019-09-07 12:19:49","ALeRCE","",""
"44725","AT 2019ptb","15:11:13.638","+05:35:46.93","","","[TRB2013] 227.80648+05.59662","0.0792","ALeRCE","","ALeRCE","ZTF19abxwhte","P48 - ZTF-Cam","","1","1","","18.6363","g-ZTF","2019-09-08 03:35:24","ALeRCE","",""
"44726","AT 2019ptc","15:00:24.235","+20:12:44.56","","","SDSS J150024.16+201240.0","0.068","ALeRCE","","ALeRCE","ZTF19abvimho","P48 - ZTF-Cam","","1","1","","18.9718","g-ZTF","2019-09-08 03:36:43","ALeRCE","",""
"44727","AT 2019ptd","13:56:19.106","+28:32:16.96","","","VV 158a","0.034804","ALeRCE","","ALeRCE","ZTF19abxwhxm","P48 - ZTF-Cam","","1","1","","17.6021","g-ZTF","2019-09-08 03:38:40","ALeRCE","",""
"44728","AT 2019pte","14:47:23.245","+16:10:16.38","","","2MASX J14472342+1610147","0.105451","ALeRCE","","ALeRCE","ZTF19abvimhc","P48 - ZTF-Cam","","1","1","","18.8676","g-ZTF","2019-09-08 03:36:43","ALeRCE","",""
"44729","AT 2019ptf","13:34:07.310","+52:38:25.62","","","SDSS J133407.28+523825.7","0.134","ALeRCE","","ALeRCE","ZTF19abvisqv","P48 - ZTF-Cam","","1","1","","17.882","g-ZTF","2019-09-08 03:41:57","ALeRCE","","TESS-active sector/s (14,15);TESS-Sector14;TESS-Sector15"
"44730","AT 2019ptg","14:02:47.783","+59:52:44.93","","","2MASX J14024809+5952455","0.098512","ALeRCE","","ALeRCE","ZTF19abxwibm","P48 - ZTF-Cam","","1","1","","19.6092","g-ZTF","2019-09-08 03:42:36","ALeRCE","","TESS-active sector/s (14,15);TESS-Sector14;TESS-Sector15"
"44731","AT 2019pth","18:12:14.074","+21:53:05.07","","","CGCG 142-019","0.018229","ALeRCE","","ALeRCE","ZTF19abfuckh","P48 - ZTF-Cam","","1","1","","18.5014","g-ZTF","2019-09-08 05:29:05","ALeRCE","",""
"44732","AT 2019pti","00:42:54.260","-18:40:21.40","","","","","Pan-STARRS1","","Pan-STARRS1","PS19faq","PS1 - GPC1","","1","1","","19.61","w-PS1","2019-09-06 12:12:57","PS1_Bot1","",""
"44733","AT 2019ptj","02:53:03.380","+03:36:05.61","","","","","Pan-STARRS1","","Pan-STARRS1","PS19far","PS1 - GPC1","","1","1","","19.88","w-PS1","2019-09-07 13:49:26","PS1_Bot1","",""
"44734","AT 2019ptk","00:49:35.461","-17:39:52.60","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fas","PS1 - GPC1","","1","1","","20.6","w-PS1","2019-09-06 12:17:16","PS1_Bot1","",""
"44735","AT 2019ptl","00:56:05.323","-02:37:34.73","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fau","PS1 - GPC1","","1","1","","20.35","w-PS1","2019-09-08 12:11:31","PS1_Bot1","",""
"44736","AT 2019ptm","00:32:19.971","-01:08:29.12","","","","","Pan-STARRS1","","Pan-STARRS1","PS19faw","PS1 - GPC1","","1","1","","21.17","w-PS1","2019-09-08 12:10:04","PS1_Bot1","",""
"44737","AT 2019ptn","00:34:19.669","-01:25:53.74","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fax","PS1 - GPC1","","1","1","","20.75","w-PS1","2019-09-08 12:10:04","PS1_Bot1","",""
"44738","AT 2019pto","00:28:03.361","-03:54:37.88","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fay","PS1 - GPC1","","1","1","","21.15","w-PS1","2019-09-08 12:05:45","PS1_Bot1","",""
"44739","AT 2019ptp","00:20:52.542","-01:30:51.01","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fba","PS1 - GPC1","","1","1","","21.05","w-PS1","2019-09-08 12:05:45","PS1_Bot1","",""
"44740","AT 2019ptq","22:57:04.159","-01:08:05.31","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fbb","PS1 - GPC1","","1","1","","21.02","w-PS1","2019-09-06 10:53:45","PS1_Bot1","",""
"44741","AT 2019ptr","19:09:52.240","-15:17:25.16","","","","","ZTF","","ZTF","ZTF19abrfroa","P48 - ZTF-Cam","","1","1","","19.07","g-ZTF","2019-08-28 06:12:57","ZTF_Bot1","",""
"44742","AT 2019pts","19:05:43.177","-19:50:48.51","","","","","ZTF","","ZTF","ZTF19abtvkng","P48 - ZTF-Cam","","1","1","","15.94","g-ZTF","2019-08-28 06:12:57","ZTF_Bot1","",""
"44743","AT 2019ptt","18:56:36.001","-18:08:37.63","","","","","ZTF","","ZTF","ZTF19abrougq","P48 - ZTF-Cam","","1","1","","15.57","r-ZTF","2019-08-25 03:20:09","ZTF_Bot1","",""
"44744","AT 2019ptu","05:23:36.892","+17:33:10.34","","","","","ZTF","","ZTF","ZTF17aacxacr","P48 - ZTF-Cam","","1","1","","18.94","g-ZTF","2019-09-06 10:53:45","ZTF_Bot1","",""
"44745","SN 2019ptv","20:01:09.513","+50:51:36.34","SN Ia","0.038","","","ZTF","ZTF","ZTF","ZTF19abxfunp","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.61","r-ZTF","2019-09-06 06:15:50","ZTF_TESS","","TESS-active sector/s (14,15);TESS-Sector14;TESS-Sector15"
"44746","AT 2019ptw","06:57:20.738","+16:20:35.09","","","","","ZTF","","ZTF","ZTF19abxvkky","P48 - ZTF-Cam","","1","1","","18.87","g-ZTF","2019-09-07 11:41:16","ZTF_Bot1","",""
"44747","AT 2019ptx","02:41:48.520","+43:05:32.65","","","","","ZTF","","ZTF","ZTF19abwrzqb","P48 - ZTF-Cam","","1","1","","16.46","r-ZTF","2019-09-04 10:12:00","ZTF_Bot1","",""
"44748","AT 2019pty","17:56:13.844","+02:55:13.27","","","","","ZTF","","ZTF","ZTF18abhdxwz","P48 - ZTF-Cam","","1","1","","15.63","g-ZTF","2019-09-07 04:01:55","ZTF_Bot1","",""
"44749","AT 2019ptz","15:17:20.888","+50:54:15.97","","","","","ZTF","","ZTF","ZTF18aarunws","P48 - ZTF-Cam","","1","1","","19.59","g-ZTF","2019-09-07 03:43:36","ZTF_AMPEL_NEW","",""
"44750","AT 2019pua","15:32:40.576","+38:59:54.25","","","","","ZTF","","ZTF","ZTF19abulpqb","P48 - ZTF-Cam","","1","1","","19.22","g-ZTF","2019-09-06 03:08:53","ZTF_AMPEL_NEW","",""
"44751","AT 2019pub","17:45:36.960","-11:38:05.20","","","","","MASTER","","MASTER","MASTER OT J174536.96-113805.2","Other - Other","","1","1","","16.2","Clear-","2019-09-06 18:53:51","MASTER","",""
"44752","AT 2019puc","21:21:45.589","+29:38:27.64","","","","","ZTF","","ZTF","ZTF18abncumm","P48 - ZTF-Cam","","1","1","","19.71","r-ZTF","2019-09-07 06:03:23","ZTF_AMPEL_NEW","","TESS-active sector/s (14,15);TESS-Sector14;TESS-Sector15"
"44753","AT 2019pud","21:12:55.009","-16:38:07.07","","","","","ZTF","","ZTF","ZTF19abxgmzr","P48 - ZTF-Cam","","1","1","","18.91","g-ZTF","2019-09-06 07:11:30","ZTF_AMPEL_NEW","",""
"44754","AT 2019pue","23:32:49.287","-16:47:15.47","","","","","ZTF","","ZTF","ZTF19abwsdic","P48 - ZTF-Cam","","1","1","","19.14","g-ZTF","2019-09-06 09:06:13","ZTF_AMPEL_COMPLETE","",""
"44755","AT 2019puf","23:24:00.281","-20:39:16.69","","","","","ZTF","","ZTF","ZTF19abybkoc","P48 - ZTF-Cam","","1","1","","19.08","r-ZTF","2019-09-09 08:53:02","ZTF_AMPEL_NEW","",""
"44756","AT 2019pug","00:43:20.372","-19:39:58.80","","","","","ZTF","","ZTF","ZTF19abwscyv","P48 - ZTF-Cam","","1","1","","19.87","g-ZTF","2019-09-06 09:03:37","ZTF_AMPEL_COMPLETE","",""
"44757","AT 2019puh","00:40:40.022","+40:40:12.22","","","","","ZTF","","ZTF","ZTF19abxnerq","P48 - ZTF-Cam","","1","1","","19.66","r-ZTF","2019-09-06 11:12:08","ZTF_AMPEL_NEW","",""
"44758","AT 2019pui","01:48:27.645","-08:49:30.01","","","","","ZTF","","ZTF","ZTF19abybqwb","P48 - ZTF-Cam","","1","1","","19.36","r-ZTF","2019-09-09 09:03:40","ZTF_AMPEL_NEW","",""
"44759","AT 2019puj","18:43:41.680","-06:17:38.00","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dyz","Gaia - Gaia-photometric","","1","1","","16.99","G-Gaia","2019-09-07 03:02:52","Gaia_Bot1","",""
"44760","AT 2019puk","22:03:21.110","-50:29:35.56","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dza","Gaia - Gaia-photometric","","1","1","","19.79","G-Gaia","2019-09-06 21:50:24","Gaia_Bot1","",""
"44761","AT 2019pul","19:15:03.480","-17:06:03.24","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dzb","Gaia - Gaia-photometric","","1","1","","18.54","G-Gaia","2019-08-27 02:38:24","Gaia_Bot1","",""
"44762","AT 2019pum","00:08:15.039","-18:36:51.14","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fbc","PS1 - GPC1","","1","1","","20.36","i-Sloan","2019-08-23 12:21:36","PS2_Bot1","",""
"44763","AT 2019pun","08:56:06.650","+41:40:14.30","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dzc","Gaia - Gaia-photometric","","1","1","","18.65","G-Gaia","2019-09-07 00:53:16","Gaia_Bot1","",""
"44764","AT 2019puo","02:30:36.840","-52:00:55.08","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dzd","Gaia - Gaia-photometric","","1","1","","18.69","G-Gaia","2019-09-07 01:22:04","Gaia_Bot1","",""
"44765","AT 2019pup","22:26:02.700","-55:23:20.80","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dze","Gaia - Gaia-photometric","","1","1","","19.12","G-Gaia","2019-09-05 13:56:38","Gaia_Bot1","",""
"44766","AT 2019puq","07:24:38.180","+15:06:55.08","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dzf","Gaia - Gaia-photometric","","1","1","","18.23","G-Gaia","2019-09-05 01:24:57","Gaia_Bot1","",""
"44767","AT 2019pur","01:03:11.100","-56:32:12.41","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dzg","Gaia - Gaia-photometric","","1","1","","16.52","G-Gaia","2019-09-06 19:36:28","Gaia_Bot1","",""
"44768","AT 2019pus","01:57:23.350","+82:31:54.29","","","","","ZTF","","ZTF","ZTF19abxipvi","P48 - ZTF-Cam","","1","1","","18.94","g-ZTF","2019-09-06 09:28:04","ZTF_AMPEL_NEW","",""
